,UID,ANS
329,17885,"[[98], [98, 27, 87, 21, 88, 25, 1, 77, 79, 48]]"
330,24355,"[[53], [53, 35, 66, 49, 56, 46, 12, 82, 10, 38]]"
331,14269,"[[55], [55, 9, 60, 65, 32, 87, 38, 93, 34, 47]]"
332,8101,"[[53], [53, 73, 27, 39, 75, 85, 51, 6, 49, 62]]"
333,4581,"[[29], [29, 25, 33, 26, 63, 23, 52, 28, 9, 13]]"
334,13970,"[[27], [27, 6, 62, 52, 10, 11, 45, 48, 51, 1]]"
335,1315,"[[86], [86, 78, 55, 18, 90, 20, 97, 80, 38, 44]]"
336,21822,"[[42], [42, 54, 26, 14, 46, 12, 31, 39, 13, 5]]"
337,12246,"[[66], [66, 42, 31, 32, 62, 6, 14, 18, 13, 41]]"
338,11871,"[[50], [50, 2, 32, 88, 91, 10, 11, 49, 57, 18]]"
339,4566,"[[21], [21, 12, 28, 2, 45, 70, 18, 1, 3, 51]]"
340,7575,"[[29], [29, 36, 98, 12, 55, 77, 79, 6, 25, 70]]"
341,20973,"[[29], [29, 36, 27, 49, 54, 68, 21, 2, 28, 19]]"
342,22489,"[[36], [36, 53, 69, 15, 92, 62]]"
343,22650,"[[32], [32, 89, 50, 66, 96, 91, 8, 86, 38, 57]]"
344,15074,"[[50], [50, 21, 27, 35, 31, 47, 67, 59, 24, 13]]"
345,1798,"[[32], [32, 54, 42, 21, 3, 15, 40, 10, 22, 38]]"
346,22391,"[[96], [96, 29, 19, 8, 18, 3, 5, 25, 22, 17]]"
347,19999,"[[36], [36, 32, 21, 6, 12, 29, 28, 77, 42, 10]]"
348,6033,"[[72], [72, 62, 90, 73, 95, 92, 48, 61, 98, 69]]"
349,5285,"[[27], [27, 6, 66, 100, 48, 68, 76, 15, 70, 77]]"
350,21464,"[[19], [19, 49, 27, 39, 54, 5, 47, 61, 18]]"
351,12710,"[[6], [6, 66, 11, 78, 32, 68, 35, 5, 48, 45]]"
352,13353,"[[72], [72, 53, 73, 69, 31, 79, 6, 39, 46, 62]]"
353,17967,"[[62], [62, 1, 47, 89, 66, 22, 25, 36, 12, 27]]"
354,13162,"[[21], [21, 12, 26, 34, 22, 2, 27, 38, 7, 59]]"
355,13294,"[[29], [29, 35, 93, 100, 81, 65, 56, 28, 10, 51]]"
356,16622,"[[50], [50, 35, 32, 65, 69, 66, 48, 17, 52, 23]]"
357,17985,"[[36], [36, 32, 21, 69, 56, 59, 23, 60, 30, 70]]"
358,19681,"[[62], [62, 50, 68, 56, 26, 14, 12, 65, 48, 31]]"
359,20058,"[[35], [35, 10, 22, 69, 1, 34, 66, 23, 40, 89]]"
360,24703,"[[73], [73, 89, 66, 68, 82, 91, 53, 98, 81, 95]]"
361,17423,"[[29], [29, 50, 65, 46, 34, 12, 51, 25, 70, 30]]"
362,9416,"[[48], [48, 35, 22, 52, 23, 90, 54, 96, 6, 24]]"
363,7375,"[[65], [65, 31, 46, 26, 49, 32, 38, 39]]"
364,1194,"[[28], [28, 15, 29, 27, 5, 17, 26]]"
365,24484,"[[2], [2, 31, 7, 10, 42, 35, 39, 57, 43, 63]]"
366,20034,"[[27], [27, 50, 39, 6, 53, 84, 11, 12, 45, 65]]"
367,9613,"[[89], [89, 91, 87, 93, 79, 90, 95, 100, 42, 71]]"
368,21844,"[[32], [32, 31, 50, 54, 53, 42, 21, 65, 8, 33]]"
369,9403,"[[12], [12, 56, 47, 68, 28, 66, 35, 25, 51, 89]]"
370,4863,"[[89], [89, 1, 61, 42, 64, 38, 66, 81, 52, 7]]"
371,9222,"[[27], [27, 73, 83, 36, 93, 87, 35, 66, 8, 82]]"
372,22596,"[[53], [53, 27, 36, 48, 12, 39, 20, 52, 1, 64]]"
373,3494,"[[62], [62, 47, 39, 65, 50, 63, 12, 46, 36, 34]]"
374,21889,"[[31], [31, 75, 83, 6, 72, 17, 39, 11, 54, 70]]"
375,22053,"[[67], [67, 51, 52, 55, 80, 65, 39, 6, 14, 25]]"
376,17146,"[[36], [36, 29, 15, 2, 95, 66, 8, 5, 13, 26]]"
377,8504,"[[50], [50, 91, 10, 97, 29, 65, 11, 21, 49, 32]]"
378,22194,"[[39], [39, 29, 36, 22, 25, 64, 54, 47, 55, 57]]"
379,6041,"[[29], [29, 97, 90, 84, 100, 62, 69, 54, 21, 68]]"
380,9375,"[[21], [21, 52, 51, 27, 50, 34, 6, 53, 36, 65]]"
381,18233,"[[65], [65, 21, 66, 46, 39, 38, 48, 40, 30, 67]]"
382,18199,"[[9], [9, 4, 43, 33, 11, 37, 21, 23, 5, 31]]"
383,21329,"[[29], [29, 54, 28, 8, 20, 39, 70, 25, 2, 52]]"
384,7075,"[[8], [8, 10, 13, 49, 54, 15, 46, 6, 52, 26]]"
385,9922,"[[65], [65, 32, 21, 3, 12, 62, 45, 28, 1, 47]]"
386,1847,"[[34], [34, 11, 12, 4, 3, 26, 65, 32, 19, 63]]"
387,21939,"[[89], [89, 50, 76, 62, 68, 72, 94, 46, 26, 100]]"
388,8617,"[[11], [11, 81, 69, 100, 50, 39, 68, 97, 49, 5]]"
389,16958,"[[29], [29, 65, 66, 31, 55, 14, 61, 3, 51, 33]]"
390,14780,"[[29], [29, 11, 68, 48, 26, 38, 28, 83, 88, 55]]"
391,3921,"[[35], [35, 62, 66, 69, 28, 61, 45, 12, 96, 22]]"
392,13459,"[[36], [36, 66, 11, 38, 55, 50, 65, 45, 1, 49]]"
393,9813,"[[26], [26, 12, 14, 45, 49, 65, 31, 82, 30, 15]]"
394,7849,"[[21], [21, 31, 65, 36, 56, 11, 49, 22, 45, 38]]"
395,17245,"[[65], [65, 32, 49, 50, 91, 83, 72, 93, 42, 53]]"
396,9586,"[[12], [12, 11, 78, 96, 3, 79, 94, 19, 64, 20]]"
397,20717,"[[30], [30, 24, 67, 40, 4, 46, 26, 74, 54, 42]]"
398,19484,"[[21], [21, 29, 31, 65, 35, 61, 49, 62, 6, 46]]"
399,20615,"[[21], [21, 25, 11, 50, 53, 12, 70, 57, 19, 16]]"
400,16961,"[[49], [49, 54, 12, 10, 5, 2, 8, 18, 3, 17]]"
401,24234,"[[73], [73, 10, 11, 23, 52, 67, 59, 72, 21, 54]]"
402,9970,"[[72], [72, 81, 61, 77, 96, 99, 8, 94, 28, 18]]"
403,10700,"[[50], [50, 11, 62, 25, 32, 49, 93, 21, 45, 53]]"
404,22269,"[[32], [32, 46, 62, 68, 36, 65, 31, 18, 23, 15]]"
405,13685,"[[66], [66, 48, 17, 56, 18, 10, 40, 3, 14, 98]]"
406,6339,"[[31], [31, 69, 56, 34, 61, 66, 40, 55, 7, 16]]"
407,21858,"[[61], [61, 21, 80, 36, 49, 14, 42, 12, 11, 85]]"
408,61,"[[9], [9, 67, 35, 25, 34, 21, 41, 47, 58, 8]]"
409,21238,"[[61], [61, 68, 27, 42, 66, 48, 52, 45, 40, 63]]"
410,22298,"[[61], [61, 6, 32, 68, 12, 28, 46, 38, 14, 26]]"
411,22882,"[[88], [88, 82, 94, 62, 66, 47, 98, 63, 27, 32]]"
412,5539,"[[62], [62, 47, 78, 36, 48, 24, 69, 93, 52, 45]]"
413,12907,"[[5], [5, 14, 35, 46, 45, 2, 49, 47, 7]]"
414,11774,"[[15], [15, 3, 32, 72, 31, 88, 21, 61, 37, 47]]"
415,1460,"[[50], [50, 2, 69, 11, 61, 32, 12, 72, 10, 98]]"
416,4105,"[[35], [35, 29, 66, 5, 21, 68, 7, 24, 100, 25]]"
417,5565,"[[68], [68, 49, 35, 76, 55, 78, 63, 19, 21, 30]]"
418,6802,"[[65], [65, 31, 34, 61, 35, 62, 67, 9, 70, 47]]"
419,12182,"[[36], [36, 35, 8, 10, 62, 89, 68, 5, 3, 88]]"
420,7465,"[[1], [1, 29, 11, 62, 32, 81, 27, 55, 63, 53]]"
421,12174,"[[66], [66, 72, 31, 29, 6, 83, 26, 14, 77, 39]]"
422,667,"[[50], [50, 2, 53, 1, 36, 32, 56, 14, 46, 100]]"
423,10279,"[[27], [27, 5, 38, 45, 40, 61, 35, 65, 98]]"
424,22655,"[[36], [36, 76, 12, 62, 93, 81, 46, 19, 1, 3]]"
425,6603,"[[63], [63, 53, 69, 83, 6, 60, 73, 77, 79, 75]]"
426,4127,"[[29], [29, 32, 28, 22, 62, 35, 54, 20, 41, 66]]"
427,13926,"[[78], [78, 9, 87, 99, 51, 81, 97, 95, 91, 60]]"
428,18246,"[[38], [38, 27, 55, 81, 56, 36, 45, 52, 48, 93]]"
429,11389,"[[8], [8, 36, 62, 66, 29, 61, 54, 16, 12, 46]]"
430,16926,"[[54], [54, 31, 42, 28, 11, 12, 40, 39, 82, 38]]"
431,24486,"[[65], [65, 100, 69, 26, 50, 78, 12, 93, 75, 56]]"
432,10405,"[[62], [62, 28, 32, 48, 9, 38, 70, 67, 12, 29]]"
433,7469,"[[72], [72, 78, 49, 27, 98, 61, 29, 90, 99, 40]]"
434,14668,"[[100], [100, 98, 81, 31, 39, 65, 85, 61, 32, 26]]"
435,2872,"[[27], [27, 32, 61, 18, 25, 34, 56, 49, 41, 11]]"
436,6675,"[[27], [27, 69, 36, 54, 61, 11, 78, 23, 64, 43]]"
437,24098,"[[85], [85, 21, 72, 34, 6, 12, 70, 91, 13, 32]]"
438,23535,"[[84], [84, 94, 68, 49, 64, 86, 47, 73, 53, 5]]"
439,23813,"[[29], [29, 35, 8, 98, 99, 17, 3, 43, 39, 38]]"
440,20068,"[[28], [28, 69, 19, 61, 8, 88, 23, 96, 97, 72]]"
441,108,"[[32], [32, 49, 47, 48, 35, 66, 6, 7, 40, 39]]"
442,24444,"[[16], [16, 62, 44, 60, 55, 11, 67, 30, 9, 28]]"
443,12136,"[[83], [83, 49, 98, 76, 35, 48, 56, 14, 78, 61]]"
444,12781,"[[61], [61, 72, 11, 89, 65, 83, 78, 66, 39, 51]]"
445,14797,"[[31], [31, 49, 73, 61, 69, 12, 48, 79, 46, 52]]"
446,13880,"[[61], [61, 11, 52, 73, 26, 47, 34, 82, 22, 88]]"
447,1500,"[[8], [8, 53, 31, 51, 18]]"
448,15909,"[[31], [31, 65, 21, 50, 61, 53, 35, 56, 12, 68]]"
449,24170,"[[10], [10, 38, 62, 36, 29, 19, 68, 46, 20, 83]]"
450,13147,"[[53], [53, 14, 49, 62, 46, 95, 7]]"
451,17059,"[[98], [98, 61, 76, 46, 91, 48, 71, 77, 28, 7]]"
452,13234,"[[78], [78, 32, 36, 80, 68, 90, 20, 6, 64, 35]]"
453,2405,"[[31], [31, 32, 10, 28, 5, 59, 18, 24, 13, 16]]"
454,11590,"[[76], [76, 88, 100, 50, 62, 42, 31, 81, 12, 49]]"
455,14358,"[[89], [89, 47, 93, 49, 88, 91, 69, 70, 14, 6]]"
456,18372,"[[91], [91, 85, 8, 77, 17, 84, 40, 43, 31, 67]]"
457,16190,"[[50], [50, 89, 53, 31, 97, 88, 81, 19, 45, 47]]"
458,16041,"[[62], [62, 68, 27, 28, 48, 47, 21, 42, 59, 22]]"
459,4929,"[[27], [27, 36, 50, 32, 66, 69, 49, 21, 11, 28]]"
460,8636,"[[32], [32, 53, 84, 97, 96, 17, 66, 65, 94, 73]]"
461,12143,"[[5], [5, 8, 28, 14, 15, 17, 39, 34, 1, 10]]"
462,11418,"[[14], [14, 34, 69, 27, 50, 35, 36, 5, 16, 13]]"
463,22470,"[[53], [53, 91, 36, 35, 68, 34, 39, 20, 46, 30]]"
464,4584,"[[50], [50, 46, 22, 36, 26, 49, 13, 11, 6, 28]]"
465,16037,"[[50], [50, 54, 65, 31, 5, 45, 64, 17, 25, 9]]"
466,10155,"[[32], [32, 46, 49, 5, 68, 6, 51]]"
467,17609,"[[61], [61, 68, 65, 52, 28, 2, 19, 43, 25, 34]]"
468,20278,"[[50], [50, 21, 83, 35, 72, 42, 62, 92, 31, 56]]"
469,22027,"[[81], [81, 73, 89, 88, 87, 100, 12, 97, 9, 35]]"
470,16528,"[[27], [27, 10, 68, 60, 49, 29, 18, 31, 38, 59]]"
471,17026,"[[86], [86, 60, 71, 62, 66, 50, 67, 49, 38, 78]]"
472,19906,"[[36], [36, 35, 29, 32, 12, 6, 56, 47, 26, 28]]"
473,18516,"[[15], [15, 50, 97, 1, 29, 88, 89, 10, 96, 95]]"
474,24043,"[[95], [95, 36, 92, 72, 56, 27, 90, 61, 82, 31]]"
475,424,"[[9], [9, 7, 1, 64, 67, 27, 62, 66, 46, 43]]"
476,13011,"[[53], [53, 50, 26, 34, 49, 36, 47, 100, 11, 81]]"
477,11037,"[[69], [69, 61, 49, 89, 62, 34, 47, 5, 30, 15]]"
478,18241,"[[9], [9, 43, 28, 54, 49, 64, 44, 30, 58, 4]]"
479,13979,"[[32], [32, 54, 49, 20, 72, 84, 73, 88, 85, 31]]"
480,24729,"[[50], [50, 66, 35, 47, 6, 26, 56, 83, 39, 25]]"
481,12571,"[[38], [38, 25, 66, 54, 52, 87, 91, 41, 39, 7]]"
482,3240,"[[5], [5, 36, 27, 29, 53, 19, 40, 54, 7, 66]]"
483,15523,"[[42], [42, 50, 39, 21, 68, 36, 31, 51, 59, 64]]"
484,6820,"[[62], [62, 94, 27, 28, 35, 54, 5, 23, 39, 34]]"
485,11738,"[[48], [48, 61, 19, 29, 5, 11, 3, 15, 14, 37]]"
486,12196,"[[35], [35, 85, 54, 50, 36, 12, 48, 94, 77, 1]]"
487,20393,"[[50], [50, 21, 14, 22, 62, 31, 61, 12, 47, 7]]"
488,13287,"[[31], [31, 6, 51, 90, 29, 33, 66, 75, 46, 91]]"
489,17407,"[[89], [89, 35, 88, 94, 69, 10, 32, 98, 62, 92]]"
490,17727,"[[60], [60, 50, 31, 49, 10, 11, 5, 13, 7, 47]]"
491,13606,"[[54], [54, 47, 23, 21, 69, 48, 5, 30, 70, 51]]"
492,16494,"[[93], [93, 53, 63, 56, 6, 14, 86, 46, 31, 55]]"
493,3826,"[[55], [55, 62, 27, 32, 1, 11, 9, 31, 18, 44]]"
494,20823,"[[35], [35, 17, 1, 42, 12, 55, 14, 34, 43]]"
495,1707,"[[72], [72, 29, 5, 81, 50, 79, 85, 3, 93, 11]]"
496,24094,"[[23], [23, 11, 25, 42, 75, 43, 55, 9, 91, 46]]"
497,10715,"[[32], [32, 61, 66, 29, 50, 69, 6, 14, 7, 30]]"
498,24955,"[[35], [35, 65, 42, 69, 31, 36, 39, 25, 12, 80]]"
499,6729,"[[27], [27, 89, 80, 36, 91, 81, 31, 61, 43, 55]]"
500,14752,"[[78], [78, 80, 77, 69, 70, 94, 36, 21, 56, 26]]"
501,21564,"[[32], [32, 49, 39, 40, 25, 20, 59, 60, 17, 64]]"
502,21217,"[[36], [36, 35, 90, 78, 63, 83, 100, 12, 91, 40]]"
503,15795,"[[87], [87, 92, 46, 75, 54, 61, 48, 93, 31, 16]]"
504,9268,"[[88], [88, 35, 29, 76, 93, 56, 12, 45, 48, 38]]"
505,3346,"[[27], [27, 68, 29, 28, 54, 97, 46, 17, 13]]"
506,12381,"[[62], [62, 49, 66, 68, 36, 53, 51, 34, 17]]"
507,20193,"[[94], [94, 60, 8, 68, 28, 18, 19, 3, 47, 95]]"
508,8284,"[[78], [78, 81, 53, 54, 32, 61, 65, 34, 62, 97]]"
509,15196,"[[29], [29, 49, 83, 40, 28, 88, 77, 46, 12, 1]]"
510,18453,"[[50], [50, 35, 68, 94, 91, 8, 27, 38, 48, 44]]"
511,8016,"[[77], [77, 76, 72, 83, 87, 96, 91, 54, 9, 86]]"
512,5941,"[[11], [11, 36, 54, 28, 66, 38, 42, 5, 45, 59]]"
513,4091,"[[42], [42, 68, 54, 6, 22, 38, 41, 23, 5, 84]]"
514,19981,"[[65], [65, 12, 6, 39, 66, 69, 14, 50, 45, 35]]"
515,6854,"[[29], [29, 68, 28, 65, 10, 46, 40, 80, 41, 52]]"
516,14579,"[[27], [27, 36, 80, 69, 72, 32, 83, 81, 49, 34]]"
517,15232,"[[62], [62, 35, 54, 31, 20, 6, 40, 8, 14, 34]]"
518,20086,"[[28], [28, 35, 20, 7, 31, 15, 5, 25, 67]]"
519,16023,"[[61], [61, 35, 66, 31, 53, 11, 46, 40, 55, 22]]"
520,10475,"[[50], [50, 35, 54, 53, 93, 76, 61, 31, 88, 28]]"
521,21405,"[[2], [2, 8, 3, 87, 81, 64, 57, 55, 88, 17]]"
522,10557,"[[97], [97, 94, 86, 23, 71, 32, 7, 2, 69, 48]]"
523,6407,"[[54], [54, 14, 21, 36, 61, 55, 8, 7, 3, 52]]"
524,23708,"[[10], [10, 35, 19, 49, 92, 55, 22, 46, 56, 57]]"
525,6529,"[[50], [50, 21, 49, 68, 38, 23, 25, 5, 56, 12]]"
526,16254,"[[14], [14, 2, 49, 34, 6, 45, 5, 38, 70, 67]]"
527,11117,"[[62], [62, 47, 96, 93, 54, 91, 38, 18, 50, 61]]"
528,3260,"[[50], [50, 72, 27, 54, 100, 79, 88, 96, 94, 40]]"
529,19244,"[[62], [62, 50, 39, 85, 34, 67, 17, 51, 10, 2]]"
530,1172,"[[62], [62, 84, 78, 49, 76, 72, 23, 27, 30, 43]]"
531,622,"[[27], [27, 62, 18, 38, 32, 46, 9, 97, 28, 13]]"
532,19062,"[[68], [68, 89, 39, 27, 65, 29, 70, 46, 11, 30]]"
533,3517,"[[90], [90, 93, 78, 98, 91, 94, 49, 12, 50, 86]]"
534,14431,"[[72], [72, 76, 100, 98, 32, 14, 47, 79, 36, 51]]"
535,17812,"[[50], [50, 10, 36, 15, 69, 16, 23, 54, 2, 31]]"
536,11408,"[[89], [89, 21, 93, 54, 14, 88, 79, 6, 97, 52]]"
537,6507,"[[69], [69, 49, 42, 31, 20, 22, 55, 48, 15, 16]]"
538,5899,"[[89], [89, 19, 54, 18, 61, 46, 45, 14, 63, 34]]"
539,23872,"[[46], [46, 22, 49, 83, 8, 56, 61, 15, 28, 13]]"
540,8725,"[[9], [9, 55, 23, 63, 33, 48, 6, 4, 25, 69]]"
541,11539,"[[62], [62, 60, 61, 50, 67, 19, 42, 38, 20, 18]]"
542,3684,"[[78], [78, 77, 80, 73, 93, 92, 97, 24, 61, 82]]"
543,18282,"[[36], [36, 29, 1, 56, 28, 5, 23, 19, 13, 6]]"
544,17395,"[[11], [11, 10, 5, 66, 29, 12, 55, 70, 22, 38]]"
545,16921,"[[66], [66, 21, 62, 54, 72, 98, 95, 70, 48, 57]]"
546,9536,"[[53], [53, 35, 69, 54, 61, 21, 48, 22, 51, 15]]"
547,4326,"[[27], [27, 18, 92, 19, 54, 69, 29, 88, 47, 78]]"
548,7390,"[[53], [53, 32, 62, 48, 45, 3, 11, 6, 81, 12]]"
549,11603,"[[69], [69, 29, 49, 65, 14, 26, 12, 6, 2, 10]]"
550,5740,"[[27], [27, 54, 69, 32, 39, 28, 19, 34, 51, 56]]"
551,22599,"[[66], [66, 27, 68, 91, 46, 97, 14, 12, 40, 42]]"
552,17231,"[[89], [89, 28, 63, 60, 48, 49, 87, 76, 54, 59]]"
553,13153,"[[53], [53, 21, 80, 50, 36, 72, 46, 73, 32, 100]]"
554,3612,"[[38], [38, 35, 62, 49, 55, 11, 97, 47, 67, 5]]"
555,72,"[[61], [61, 35, 31, 12, 34, 63, 42, 26, 21, 1]]"
556,8472,"[[25], [25, 2, 46, 50, 56, 21, 12, 41, 11, 45]]"
557,20347,"[[63], [63, 64, 10, 48, 8, 91, 27, 69, 84, 67]]"
558,8795,"[[89], [89, 66, 68, 48, 46, 78, 87, 14, 97, 92]]"
559,11706,"[[35], [35, 62, 56, 66, 54, 47, 38, 19, 25, 48]]"
560,12917,"[[32], [32, 21, 39, 23, 34, 11, 27, 55, 4, 92]]"
561,11682,"[[31], [31, 22, 50, 14, 52, 6, 51, 56, 54, 98]]"
562,5799,"[[35], [35, 38, 93, 94, 63, 29, 72, 11, 78, 9]]"
563,3229,"[[32], [32, 50, 21, 40, 38, 11, 13]]"
564,21666,"[[86], [86, 95, 18, 8, 35, 70, 54, 21, 65, 46]]"
565,21408,"[[8], [8, 10, 2, 22, 25, 64, 13, 21, 7, 56]]"
566,2141,"[[61], [61, 81, 78, 100, 66, 85, 76, 52, 94, 46]]"
567,16903,"[[29], [29, 35, 49, 5, 66, 89, 26, 6, 19, 41]]"
568,14990,"[[3], [3, 41, 40, 29, 35, 46, 61, 65, 27, 67]]"
569,3289,"[[21], [21, 29, 42, 22, 14, 49, 45, 53, 48, 3]]"
570,2406,"[[42], [42, 69, 54, 61, 68, 48, 17, 8, 16]]"
571,22081,"[[61], [61, 32, 10, 53, 1, 48, 22, 12, 40, 9]]"
572,4450,"[[80], [80, 43, 92, 47, 82, 9, 86, 99, 48, 54]]"
573,1816,"[[36], [36, 53, 62, 91, 11, 87, 68, 26, 6, 7]]"
574,7856,"[[36], [36, 50, 62, 54, 49, 68, 45, 14, 42, 39]]"
575,9161,"[[62], [62, 66, 54, 28, 32, 45, 50, 65, 26, 63]]"
576,22760,"[[28], [28, 50, 89, 66, 27, 12, 61, 14, 72, 65]]"
577,17532,"[[29], [29, 27, 36, 32, 65, 21, 38, 12, 16]]"
578,21531,"[[66], [66, 5, 17, 7]]"
579,16063,"[[54], [54, 50, 27, 35, 65, 46, 23, 38, 55, 33]]"
580,19538,"[[52], [52, 62, 51, 40, 68, 2, 43, 60, 20]]"
581,15385,"[[83], [83, 46, 35, 36, 69, 39, 32, 100, 95, 31]]"
582,20248,"[[89], [89, 76, 78, 97, 85, 100, 31, 32, 61, 86]]"
583,23452,"[[12], [12, 22, 35, 68, 34, 30, 63, 4, 1, 64]]"
584,6627,"[[89], [89, 62, 69, 66, 76, 87, 73, 85, 40, 38]]"
585,6436,"[[61], [61, 31, 12, 47, 83, 5, 38, 98, 85, 8]]"
586,11062,"[[78], [78, 82, 90, 54, 91, 70, 64, 51, 49, 74]]"
587,8125,"[[32], [32, 36, 68, 45, 21, 72, 44, 39, 17, 5]]"
588,11717,"[[31], [31, 36, 21, 69, 32, 42, 54, 49, 62, 68]]"
589,758,"[[29], [29, 36, 21, 32, 42, 26, 49, 61, 10, 81]]"
590,9140,"[[11], [11, 21, 25, 50, 4, 93, 14, 35, 46, 67]]"
591,9421,"[[39], [39, 100, 21, 19, 29, 6, 61, 56, 40, 20]]"
592,15510,"[[19], [19, 74, 20, 32, 11, 29, 69, 46]]"
593,16649,"[[81], [81, 36, 32, 62, 49, 86, 20, 74, 11, 48]]"
594,14447,"[[29], [29, 32, 49, 36, 97, 40, 98, 100, 3, 70]]"
595,17382,"[[61], [61, 53, 49, 29, 69, 39, 38, 80, 67, 45]]"
596,16438,"[[50], [50, 78, 29, 88, 31, 54, 100, 84, 12, 86]]"
597,8148,"[[11], [11, 35, 12, 29, 26, 38, 63, 60, 19, 74]]"
598,10507,"[[69], [69, 46, 39, 47, 28, 33, 43, 9]]"
599,22399,"[[53], [53, 32, 69, 15, 56, 61, 7, 99, 39, 20]]"
600,2273,"[[31], [31, 28, 20, 63, 3, 100, 34, 55, 25, 37]]"
601,24557,"[[50], [50, 34, 54, 3, 49, 40, 1, 66, 48, 41]]"
602,11655,"[[29], [29, 35, 68, 21, 18, 14, 20]]"
603,21546,"[[35], [35, 93, 27, 69, 1, 54, 31, 90, 26, 80]]"
604,1985,"[[36], [36, 62, 1, 27, 53, 35, 61, 25, 68, 9]]"
605,22205,"[[32], [32, 69, 65, 47, 10, 26, 45, 43, 19, 13]]"
606,3175,"[[56], [56, 21, 7, 9, 11, 16, 25, 2, 23, 41]]"
607,19974,"[[54], [54, 36, 28, 12, 26, 83, 21, 22, 48, 15]]"
608,11636,"[[21], [21, 36, 65, 87, 38, 50, 42, 52, 54, 49]]"
609,1454,"[[44], [44, 59, 62, 19, 30, 32, 61, 16, 5, 54]]"
610,8943,"[[76], [76, 65, 72, 34, 91, 12, 29, 96, 51, 36]]"
611,11225,"[[11], [11, 85, 40, 38, 88, 100, 47, 56, 43, 27]]"
612,23063,"[[36], [36, 32, 69, 88, 6, 19, 9, 30, 57, 44]]"
613,1256,"[[62], [62, 68, 36, 28, 87, 6, 48, 14, 11, 46]]"
614,9134,"[[62], [62, 49, 48, 28, 69, 8, 47, 61, 18, 63]]"
615,7768,"[[27], [27, 29, 19, 5, 21, 65, 20, 100, 80, 39]]"
616,22712,"[[31], [31, 26, 69, 32, 25, 2, 15, 85, 1, 62]]"
617,14654,"[[54], [54, 50, 11, 68, 12, 14, 42, 26, 40, 70]]"
618,22286,"[[2], [2, 55, 49, 37, 42, 9, 25, 34, 47, 43]]"
619,18167,"[[53], [53, 42, 21, 62, 92, 91, 29, 48, 22, 95]]"
620,7755,"[[60], [60, 2, 37, 97, 36, 66, 10, 88, 94, 96]]"
621,23346,"[[72], [72, 26, 34, 85, 98, 79, 56, 40, 38, 61]]"
622,19557,"[[10], [10, 46, 52, 26, 36, 56, 96, 68, 49, 35]]"
623,2025,"[[50], [50, 35, 53, 14, 34, 54, 40, 56, 70, 48]]"
624,23924,"[[89], [89, 72, 42, 76, 91, 14, 6, 11, 38, 5]]"
625,18663,"[[50], [50, 35, 12, 34]]"
626,3741,"[[14], [14, 29, 21, 36, 68, 62, 12, 72, 66, 89]]"
627,16187,"[[19], [19, 53, 80, 7, 39, 5, 69, 18, 61, 54]]"
628,6244,"[[31], [31, 26, 35, 46, 34, 51, 38, 73, 2, 4]]"
629,15407,"[[6], [6, 68, 50, 53, 47, 34, 45, 38, 22, 63]]"
630,8323,"[[35], [35, 10, 11, 69, 39, 41, 52, 51, 23, 49]]"
631,14789,"[[100], [100, 53, 78, 11, 72, 14, 8, 7, 15, 93]]"
632,15439,"[[5], [5, 50, 62, 32, 13, 35, 68, 3, 66, 17]]"
633,11256,"[[62], [62, 54, 20, 49, 61, 30, 27, 23, 14, 3]]"
634,20730,"[[27], [27, 61, 49, 6, 93, 43, 42, 20, 30, 46]]"
635,9983,"[[7], [7, 1, 35, 48, 37, 96, 91, 8, 84, 66]]"
636,7709,"[[62], [62, 99, 49, 8, 19, 34, 40, 26]]"
637,22035,"[[61], [61, 10, 55, 30, 3, 65, 12, 89, 46, 78]]"
638,19878,"[[36], [36, 18, 40, 29, 48, 21, 69]]"
639,8858,"[[62], [62, 66, 27, 61, 6, 38, 28, 47, 45, 56]]"
640,23848,"[[29], [29, 62, 42, 12, 6, 39, 38, 52, 83, 40]]"
641,7557,"[[6], [6, 39, 21, 14, 47, 73, 83, 76, 54, 53]]"
642,1180,"[[11], [11, 39, 45, 34, 30, 14, 25, 29, 48, 53]]"
643,18775,"[[49], [49, 56, 68, 54, 21, 89, 11, 3, 23, 4]]"
644,11860,"[[34], [34, 31, 66, 27, 23, 59, 46, 76, 21, 53]]"
645,14807,"[[65], [65, 61, 54, 14, 34, 52, 2, 51, 1, 63]]"
646,19112,"[[65], [65, 6, 61, 26, 36, 45, 62, 47, 35, 49]]"
647,7614,"[[38], [38, 18, 16, 48, 87, 11, 59, 17, 41, 2]]"
648,13261,"[[36], [36, 19]]"
649,23321,"[[69], [69, 53, 48, 6, 12, 63, 31, 70, 54, 5]]"
650,9568,"[[35], [35, 89, 62, 49, 93, 13, 31, 97, 86, 1]]"
651,3325,"[[32], [32, 36, 35, 68, 7, 38, 63, 39, 1, 5]]"
652,12957,"[[78], [78, 76, 79, 32, 12, 3, 83, 82, 34, 33]]"
653,3727,"[[62], [62, 96, 36, 38, 54, 90, 56, 1, 47, 81]]"
654,3334,"[[81], [81, 28, 72, 29, 34, 38, 23, 35, 27, 91]]"
655,2011,"[[38], [38, 55, 9, 54, 32, 10, 48, 56, 6, 60]]"
656,16228,"[[54], [54, 89, 10, 42, 1, 62, 38, 66, 2, 3]]"
657,5334,"[[85], [85, 82, 22, 91, 42, 86, 80, 30, 47, 41]]"
658,16654,"[[50], [50, 16, 93, 96, 49, 42]]"
